Date,V7.3 alone (no overlay),V7.3 + V2 (original params),V7.3 + V2 (tuned params),"V7.3 + min(V2, SPY-vol 12%)","V7.3 + min(V2, SPY-vol 15%)",CONTROL universe equal weight,CONTROL SPY buy&hold,CONTROL QQQ buy&hold
2020-08-10,120226.35576234761,120636.21698904275,120873.39938990092,99646.87082139954,103705.05174535158,131399.2763895446,104358.24104726646,125050.88498292632
2020-08-11,118623.52137697596,119027.91841353399,119261.93874476699,98891.35035788624,102788.17250885763,129879.79233399943,103496.803657015,122682.27144182425
2020-08-12,121782.84761471179,122198.01504615635,122438.26809214984,100389.22534465053,104603.64663898684,132177.69063442192,104939.77749936543,125767.94075953135
2020-08-13,122547.31714716743,122965.09071616275,123206.85190667197,100747.61441672193,105039.10249915229,132681.97552750795,104750.10236067997,126054.7771882237
2020-08-14,121771.5196130396,122186.64842642381,122426.8791245501,100384.89320187006,104598.12254595324,132212.30995112826,104753.1940499821,125906.73531239224
2020-08-17,122875.20757257733,123294.09894615991,123536.50699848095,100902.33622953048,105311.27830304923,134250.44889161317,105085.95256956997,127368.6170706147
2020-08-18,124273.39912640685,124697.05704640741,124942.22344923734,101555.31224680229,106225.95709287998,134809.48541899386,105313.01653754913,128594.5579716089
2020-08-19,123622.4573187959,124043.89612630584,124287.77835197038,101252.78796879116,105801.25348019064,134775.5531471597,104874.48102130453,127729.46031917243
2020-08-20,125177.8533790538,125604.59465567056,125851.54536469316,101977.29768126573,106817.32844248365,135045.00486241607,105201.02524539511,129501.28975448853
2020-08-21,126203.58478088393,126633.82285758207,126882.79712820212,102452.52702603751,107485.4249132501,135304.3959016997,105574.21275542378,130398.77421439758
2020-08-24,126497.55219520244,126928.79243023996,127178.34663939894,102588.24700238854,107676.52830418662,134956.2944330554,106644.03000463857,131212.9904134203
2020-08-25,126972.5883490688,127405.44802020676,127655.93938008243,102807.34365890236,107985.17163785231,135996.93308627183,107017.17629214321,132244.62458762943
2020-08-26,129128.42821246237,129568.63731347675,129823.38171147722,103800.05792342444,109384.63638354908,138095.93451346317,108090.10584192214,135066.6110791965
2020-08-27,128884.15772560515,129323.53408906583,129577.7965905623,103688.38694321408,109226.69469562227,138030.19717191797,108326.43457217667,134645.62493620408
2020-08-28,129159.60768628289,129599.92308060799,129854.72898943453,103814.41489971675,109404.87647143868,139149.7150240324,109026.18691755793,135330.30802338684
2020-08-31,130106.76932858294,130550.31367241856,130806.98814052145,104247.37576650138,110017.26264838091,140817.89811346732,108631.24422047331,136417.4684895705
2020-09-01,131858.1558116441,132307.67077155484,132567.80037267116,105045.44548189492,111147.66811679181,142024.48134854418,109654.40787811902,138749.07862073992
2020-09-02,132833.35712098813,133286.19661986863,133548.25009688057,105487.27843604966,111775.11786338867,143154.28012711645,111240.3826563238,140062.9185031309
2020-09-03,125532.10504306585,125960.05399183283,126207.703568085,102189.78544693592,107085.6167337611,136381.33884378313,107412.18082301387,132961.69448228477
2020-09-04,124056.39799763137,124479.31614349286,124724.05444677349,101506.58769979935,106124.73973899567,134905.8736419178,106535.1716243107,131189.8509289183
2020-09-08,119456.45087825147,119863.68743784905,120099.35097133668,98661.22707492519,102411.7840589931,130592.11552824943,103624.30492383469,124884.34846115371
2020-09-09,123774.79518623745,124196.75332567615,124440.93608329068,101339.9587805202,105887.48699112162,134072.61308774544,105670.62193349506,128552.92384116574
2020-09-10,120741.83213299516,121153.45065971215,121391.64999169491,99474.90794678744,103451.55811036334,132246.47557904499,103835.78677773113,125990.00357327856
2020-09-11,120359.6039971579,120769.91947770304,121007.36475050838,99238.39578193032,103144.09926883805,132195.89891519592,103888.68558169052,125115.6585978715
2020-09-14,121508.74815904583,121922.98116360519,122162.69346654316,99950.01643933557,104068.63396066304,134777.0545763555,105257.01573865661,127294.59613269896
2020-09-15,123100.9456034411,123520.6065359582,123763.45992397779,100933.68160572981,105348.88250123571,136369.65251737964,105788.79660425337,129098.8123754876
2020-09-16,121391.10448540526,121804.93643330706,122044.41664895618,99880.73698800187,103975.12726600813,135316.30424032465,105368.96580828661,127040.1465114792
2020-09-17,120419.05370529715,120829.57185463441,121067.13440974795,99280.03526859319,103193.46956593618,133496.17621075033,104442.22163434322,125055.51570343682
2020-09-18,118878.15481374357,119283.41991597731,119517.94258772866,98325.88692198633,101953.77069167882,133339.6904993597,103239.79152532923,123459.47011286394
2020-09-21,119678.8388302318,120086.83352807803,120322.9357882329,98823.28261767155,102598.45552860729,131757.06639075934,102090.78580745598,123755.55386452688
2020-09-22,121873.37994240844,122288.85600577194,122529.28765382574,100184.29061384921,104364.70578197805,133710.23474273508,103130.51061413008,126054.7771882237
2020-09-23,118726.88461199714,119131.6340220596,119365.85826815042,98241.64800606648,101835.07609953817,130191.52377179352,100738.80038126712,122205.77312490763
2020-09-24,119194.54603386583,119600.8897389797,119836.03658692539,98532.28651675068,102211.6627541507,130163.89998934887,101007.33420841882,122774.80114373151
2020-09-25,121949.81229319848,122365.54892053612,122606.13135423377,100242.93508265109,104429.82190393051,132985.94296332577,102640.33358090895,125629.16032472078
2020-09-28,123537.5600388703,123958.70942478819,124202.4241652075,101223.16778975938,105706.29000294574,135825.4299083465,104345.10136773244,128238.34544356163
2020-09-29,123366.89450748867,123787.46208101108,124030.84013268839,101118.14059424073,105569.1915077333,136061.65202084347,103776.8488740016,127660.07010176715
2020-09-30,124079.96990024399,124502.96840459971,124747.75321049971,101557.11675809507,106142.06545543605,136259.94124955506,104563.70441265478,128534.41507717423
2020-10-01,125243.15805668535,125670.1219621518,125917.2015041589,102272.16229671803,107076.22463584239,137179.08732847215,105234.97199393246,130574.57217719115
2020-10-02,122712.88836130725,123131.22637576467,123373.31420495339,100720.32820396435,105045.31353327904,134775.99973629508,104235.8513734263,126901.36607666862
